user_id,created_at,screen_name,text,source,lang,hashtags
2805302353,2020-04-03 12:32:05,FerventMaharaja,"Nano was kind of my favourite character in #Elite. 

And now Denver is my favourite character in #LaCasaDePapel.

I just really love Jaime Lorente. https://t.co/UufRv8CA5A",Twitter for Android,en,"Elite,LaCasaDePapel"
2805302353,2020-04-04 14:04:58,FerventMaharaja,Episode 6 of #LaCasaDePapel season 1 rn.,Twitter for Android,en,LaCasaDePapel
2805302353,2020-04-03 07:13:56,FerventMaharaja,"I'm binging #MoneyHeist or #LaCasaDePapel season 1's at least 6 episodes today.

Can't wait to see Miguel Herran, Maria Pedraza, and Jaime Lorente!",Twitter for Android,en,"MoneyHeist,LaCasaDePapel"
2805302353,2020-04-03 08:17:27,FerventMaharaja,First episode of #LaCasaDePapel finished. I love it.,Twitter for Android,en,LaCasaDePapel
2805302353,2020-04-03 15:40:40,FerventMaharaja,Nano gets put in the worst situations in all shows. I feel so sympathetic for him #LaCasaDePapel #Elite,Twitter for Android,en,"LaCasaDePapel,Elite"
319697540,2020-04-05 12:09:39,anthomartiaI,I've just watched episode S04E03 of Money Heist! #lacasadepapel #tvtime https://t.co/qBxYEkxjQv,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
1092406617667235845,2020-04-07 10:14:23,HiddlesSunshine,"They look at #ElProfesor actually cursing for no specific reason<U+0001F606>

 #LaCasaDePapel #LCDP4 https://t.co/G41NDmxz99",Twitter for Android,en,"ElProfesor,LaCasaDePapel,LCDP4"
1092406617667235845,2020-04-04 20:34:07,HiddlesSunshine,"#AlvaroMorte on IG<U+0001F60D><U+0001F60D><U+0001F60D>
#LaCasaDePapel #LCDP4 #LaCasaDePapel4 https://t.co/37A7qekZty",Twitter for Android,en,"AlvaroMorte,LaCasaDePapel,LCDP4,LaCasaDePapel4"
1092406617667235845,2020-04-08 22:41:05,HiddlesSunshine,"@lacasadepapel what do you think?<U+0001F440>

#LaCasaDePapel #LCDP4 #ElProfesor #AliciaSierra #theory #LCDP5 https://t.co/aDW5euxAnF",Twitter for Android,en,"LaCasaDePapel,LCDP4,ElProfesor,AliciaSierra,theory,LCDP5"
1092406617667235845,2020-04-04 14:35:43,HiddlesSunshine,"I remember when I didn't liked their relationship. But now.. I love and ship #serquel <U+2764>
#LaCasaDePapel #ElProfesor #raquel https://t.co/FwNiXgsVOj",Twitter for Android,en,"serquel,LaCasaDePapel,ElProfesor,raquel"
1092406617667235845,2020-04-02 07:20:13,HiddlesSunshine,"Why it's not Friday already? I need it sooo mmuuucchhh! That much as I love them<U+0001F496><U+0001F496>
#LaCasaDePapel #LCDP4 #AlvaroMorte #itziarituño #ElProfesor #raquel https://t.co/MC37SzaxJc",Twitter for Android,en,"LaCasaDePapel,LCDP4,AlvaroMorte,itziarituño,ElProfesor,raquel"
1092406617667235845,2020-04-02 15:59:39,HiddlesSunshine,"Someone better check my pulse<U+0001F440><U+0001F602> Cause umm... I'm fucking hyped<U+0001F60D><U+0001F496>
#LaCasaDePapel #LCDP4 #AlvaroMorte #itziarituño #pedroalonso #ElProfesor #raquel #berlin https://t.co/W6PY9OfUG7",Twitter for Android,en,"LaCasaDePapel,LCDP4,AlvaroMorte,itziarituño,pedroalonso,ElProfesor,raquel,berlin"
1092406617667235845,2020-04-07 20:10:57,HiddlesSunshine,"Iconic<U+0001F44F><U+0001F44F><U+0001F923><U+0001F923><U+0001F923>
#AlvaroMorte #LaCasaDePapel #Bloopers https://t.co/pe9Lwbi70L",Twitter for Android,en,"AlvaroMorte,LaCasaDePapel,Bloopers"
1092406617667235845,2020-04-05 20:53:26,HiddlesSunshine,My #LaCasaDePapel addiction <U+0001F440> (thread) https://t.co/K9TOEMQeVT,Twitter for Android,en,LaCasaDePapel
1092406617667235845,2020-04-05 09:46:18,HiddlesSunshine,"Me rewatching #LaCasaDePapel as many times as I can, because I can't believe in what the fuck happened there.. https://t.co/9T887QmJXW",Twitter for Android,en,LaCasaDePapel
3435353293,2020-04-05 18:06:23,SKahadane,"@lacasadepapel That ending though... Damnnnnnn!!!!!!!! <U+0001F525><U+0001F525><U+0001F525>

Professor!! <U+0001F64C>

#LaCasaDePapel #LaCasaDePapel4 #MoneyHeist #MoneyHeistPart4 #MoneyHeist5",Twitter for Android,en,"LaCasaDePapel,LaCasaDePapel4,MoneyHeist,MoneyHeistPart4,MoneyHeist5"
3435353293,2020-04-05 15:26:08,SKahadane,"She is reunited with others!

#MoneyHeist4 #LaCasaDePapel #LaCasaDePapel4 #MoneyHeist",Twitter for Android,en,"MoneyHeist4,LaCasaDePapel,LaCasaDePapel4,MoneyHeist"
3435353293,2020-04-05 17:57:18,SKahadane,"That ending though... Damnnnnnn!!!!!!!! <U+0001F525><U+0001F525><U+0001F525>

Professor!! <U+0001F64C>

#LaCasaDePapel #LaCasaDePapel4 #MoneyHeist #MoneyHeistPart4 #MoneyHeist5",Twitter for Android,en,"LaCasaDePapel,LaCasaDePapel4,MoneyHeist,MoneyHeistPart4,MoneyHeist5"
1911592536,2020-04-07 17:22:22,drezecos,I’ve just watched S01E01 of Money Heist #lacasadepapel #tvtime https://t.co/NdwhoxDt3F https://t.co/0wmdFzKuAI,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
1911592536,2020-04-08 18:14:11,drezecos,I’ve just watched S01E05 of Money Heist #lacasadepapel #tvtime https://t.co/OwW6vlhFFW https://t.co/GsePYUrZuB,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
1911592536,2020-04-08 19:12:24,drezecos,I’ve just watched S01E06 of Money Heist #lacasadepapel #tvtime https://t.co/nvvH7ABLOF https://t.co/yLd0wQWpjA,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
1911592536,2020-04-08 01:22:49,drezecos,I’ve just watched S01E03 of Money Heist #lacasadepapel #tvtime https://t.co/wLhTRDL6Q2 https://t.co/TRnfwfixky,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
1911592536,2020-04-08 10:05:52,drezecos,I’ve just watched S01E04 of Money Heist #lacasadepapel #tvtime https://t.co/u8NV86H38C https://t.co/TdUUwv3kaI,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
1911592536,2020-04-07 19:01:24,drezecos,I’ve just watched S01E02 of Money Heist #lacasadepapel #tvtime https://t.co/mIIraFxdXf https://t.co/ggG77SP2r0,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
1085731513591914496,2020-04-08 01:56:44,dailytvshowsz,"Oh my God, I can't stand him!!! This piece of shit! Let Denver kill him, pleeeeease #MoneyHeist #MoneyHeist4 #LaCasaDePapel4 #LaCasaDePapel https://t.co/mmutzU5FeC",Twitter for Android,en,"MoneyHeist,MoneyHeist4,LaCasaDePapel4,LaCasaDePapel"
847254755810213888,2020-04-08 08:15:54,evertongarden,I've just watched episode S04E06 of Money Heist! #lacasadepapel  #tvtime https://t.co/0jgMYDf8Kt https://t.co/tfZE58WKU0,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
847254755810213888,2020-04-04 13:44:15,evertongarden,I've just watched episode S04E01 of Money Heist! #lacasadepapel  #tvtime https://t.co/55OsLOjyMH https://t.co/ImyAlmGFDZ,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
97846555,2020-04-05 09:55:07,edgecrusher12,I've just watched episode S04E01 of Money Heist! #lacasadepapel  #tvtime https://t.co/WlVVyY6ktJ https://t.co/elC0jiabAU,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
164795870,2020-04-05 16:34:16,Al3xAraujo,I've just watched episode S04E02 of Money Heist! #lacasadepapel  #tvtime https://t.co/8fHlrIO4EJ https://t.co/nat2u0s2IN,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
164795870,2020-04-05 18:36:10,Al3xAraujo,I've just watched episode S04E03 of Money Heist! #lacasadepapel  #tvtime https://t.co/kMMUMO9Rgn https://t.co/pDLCjSpnpv,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
62398845,2020-04-06 04:45:48,akafonty,I've just watched episode S04E04 of Money Heist! #lacasadepapel  #tvtime https://t.co/2xT4draYdH https://t.co/nma4xtyUAq,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
62398845,2020-04-05 12:20:11,akafonty,I've just watched episode S04E02 of Money Heist! #lacasadepapel  #tvtime https://t.co/cyDdqb8MTT https://t.co/zOJ2qjx37X,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
62398845,2020-04-08 04:34:37,akafonty,I've just watched episode S04E06 of Money Heist! #lacasadepapel  #tvtime https://t.co/YAZ9JiJZJI https://t.co/NCzlBLagyA,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
62398845,2020-04-06 03:47:56,akafonty,I've just watched episode S04E03 of Money Heist! #lacasadepapel  #tvtime https://t.co/NGQ2Z17pw1 https://t.co/Kq6LjlIKYQ,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
62398845,2020-04-08 03:34:12,akafonty,I've just watched episode S04E05 of Money Heist! #lacasadepapel  #tvtime https://t.co/6plLluy17a https://t.co/ggayVhEQtY,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
1158765807909920768,2020-04-08 06:47:28,QuotesHappiest,"- #LaCasaDePapel - #LaCasaDePapel
Happiest Quotes - https://t.co/YZrX1eZw1z https://t.co/5mfPrpwSRF",Happiest Quotes,en,"LaCasaDePapel,LaCasaDePapel"
2243138329,2020-04-06 03:49:54,crlweir,"I've just watched episode Boom, Boom, Ciao S03E05 #lacasadepapel #tvtime https://t.co/Wg8NSZOYMg https://t.co/chtevxKgU8","TV Time, TV show tracker",en,"lacasadepapel,tvtime"
2243138329,2020-04-06 18:07:11,crlweir,I've just watched episode Astray S03E08 #lacasadepapel #tvtime https://t.co/oHlkfGN2JK https://t.co/ltqY8yvIx4,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
2243138329,2020-04-05 23:55:53,crlweir,I've just watched episode We're Back S03E01 #lacasadepapel #tvtime https://t.co/SBIwafN3iA https://t.co/FMioyjPSkr,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
2243138329,2020-04-06 00:35:18,crlweir,I've just watched episode Aikido S03E02 #lacasadepapel #tvtime https://t.co/2cCacKxPQL https://t.co/muf1QsjVxp,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
2243138329,2020-04-06 21:19:16,crlweir,I've just watched episode Game Over S04E01 #lacasadepapel #tvtime https://t.co/ZcUVfdNWUm https://t.co/nfdXI2x5pz,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
2243138329,2020-04-06 23:34:09,crlweir,I've just watched episode Berlin's Wedding S04E02 #lacasadepapel #tvtime https://t.co/WiiPKzy99J https://t.co/A0Lhn5e8mz,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
2243138329,2020-04-06 16:21:34,crlweir,I've just watched episode A Quick Vacation S03E07 #lacasadepapel #tvtime https://t.co/eVMPdgpRO0 https://t.co/82GRXYDrJB,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
2243138329,2020-04-06 01:23:59,crlweir,I've just watched episode 48 Meters Underground S03E03 #lacasadepapel #tvtime https://t.co/jK5pTREdpN https://t.co/GuZHWacnuB,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
2243138329,2020-04-08 17:28:35,crlweir,I've just watched episode Anatomy Lesson S04E03 #lacasadepapel #tvtime https://t.co/mO1fedmDAh https://t.co/msyjomdkFH,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
2243138329,2020-04-06 02:06:46,crlweir,I've just watched episode It's Dolphin Time S03E04 #lacasadepapel #tvtime https://t.co/n7RntXik8j https://t.co/U9eL2hhcDp,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
2243138329,2020-04-06 15:26:12,crlweir,I've just watched episode Everything Seemed Insignificant S03E06 #lacasadepapel #tvtime https://t.co/zkPwRT273C https://t.co/3ZSmkLJJ6S,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
60480983,2020-04-07 09:27:26,Rocketfan2503,Finally started #LaCasaDePapel and I’m hooked.,Twitter for iPhone,en,LaCasaDePapel
2328395317,2020-04-08 18:16:27,howard_1993,I've just watched episode S01E02 of Money Heist! #lacasadepapel  #tvtime https://t.co/bHncDi1MYd https://t.co/Yr7WLdiWow,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
2328395317,2020-04-08 18:16:31,howard_1993,I've just watched episode S01E02 of Money Heist! #lacasadepapel  #tvtime https://t.co/bHncDi1MYd https://t.co/2OCeSQjCYS,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
1130962014250123264,2020-04-05 01:42:12,jiminiepeach,I've just watched episode S04E01 of Money Heist! #lacasadepapel  #tvtime https://t.co/Xx4hZP84pZ https://t.co/0cf2Mq2fV1,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
1130962014250123264,2020-04-05 17:02:35,jiminiepeach,I've just watched episode S04E03 of Money Heist! #lacasadepapel  #tvtime https://t.co/ruSX1qggsm https://t.co/D2TL5rICqG,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
17258401,2020-04-05 09:48:39,andrepancione,I've just watched episode S04E02 of Money Heist! #lacasadepapel  #tvtime https://t.co/Yn2dfDobcQ https://t.co/u6ghuRxKmu,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
17258401,2020-04-06 14:14:13,andrepancione,I've just watched episode S04E04 of Money Heist! #lacasadepapel  #tvtime https://t.co/F7P0eNdkDs https://t.co/dK3ZgGtwvE,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
17258401,2020-04-08 03:07:48,andrepancione,I've just watched episode S04E07 of Money Heist! #lacasadepapel  #tvtime https://t.co/axx5thE81M https://t.co/OrNWMGf7y2,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
222580159,2020-04-08 06:44:04,stcarmo_s3,I've just watched episode S04E02 of Money Heist! #lacasadepapel #tvtime https://t.co/iEhmmeiShn,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
222580159,2020-04-05 12:19:09,stcarmo_s3,I've just watched episode S03E07 of Money Heist! #lacasadepapel #tvtime https://t.co/1A3uaMR9Cz,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
751836282,2020-04-07 03:41:38,msrvelcomics,I've just watched episode S04E06 of Money Heist! #lacasadepapel  #tvtime https://t.co/w0cWQcyOB2 https://t.co/KJ3KXLObKd,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
132163436,2020-04-08 00:38:12,terssando,I've just watched episode S04E04 of Money Heist! #lacasadepapel  #tvtime https://t.co/AOnXwljbv0 https://t.co/4znvfGtu27,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
132163436,2020-04-06 13:52:30,terssando,I've just watched episode S04E02 of Money Heist! #lacasadepapel  #tvtime https://t.co/Zz8D7kHuge https://t.co/lowKbQgu0r,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
54302566,2020-04-08 01:50:30,gustavosbarros,I've just watched episode S04E05 of Money Heist! #lacasadepapel  #tvtime https://t.co/IerZ3qIVj5,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
54302566,2020-04-05 12:05:29,gustavosbarros,I've just watched episode S04E03 of Money Heist! #lacasadepapel  #tvtime https://t.co/ta81VINmxE,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
54302566,2020-04-07 01:51:48,gustavosbarros,I've just watched episode S04E04 of Money Heist! #lacasadepapel  #tvtime https://t.co/WmhGtEtPi5,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
2236254649,2020-04-06 23:03:27,samu_galo,Assisti ''Money Heist: Game Over''  S04E01 #lacasadepapel  #tvtime https://t.co/ZbImA4cj7J https://t.co/rfpsfmmcaj,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
2236254649,2020-04-07 00:37:04,samu_galo,Assisti ''Money Heist: Berlin's Wedding''  S04E02 #lacasadepapel  #tvtime https://t.co/OMBvkalAHk https://t.co/blCaqZUM7g,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
229737296,2020-04-05 07:03:35,QueenofBasPays,"Stockholm is wild for being mad that her current man beat up her old man for rubbing on her with a hard-on. 

Girl, what? #LaCasaDePapel4 #LaCasaDePapel #MoneyHeist",Twitter for Android,en,"LaCasaDePapel4,LaCasaDePapel,MoneyHeist"
2316158022,2020-04-05 00:53:28,jospmorgan,I've just watched episode S04E06 of Money Heist! #lacasadepapel #tvtime https://t.co/igk1Hx8KcE,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
997248992,2020-04-08 00:32:34,SaeidSorkhi,I've just watched episode S01E08 of Money Heist! #lacasadepapel  #tvtime https://t.co/x2VuEtjI1d https://t.co/FNs1lTORoe,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
997248992,2020-04-07 18:01:40,SaeidSorkhi,I've just watched episode S01E06 of Money Heist! #lacasadepapel  #tvtime https://t.co/DzyYQeBcoC https://t.co/vwF0qUVh5i,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
82608914,2020-04-05 08:10:39,AdrixChannel,I've just watched episode S04E01 of Money Heist! #lacasadepapel #tvtime https://t.co/cohvG9Pfxn,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
82608914,2020-04-05 13:12:08,AdrixChannel,I've just watched episode S04E04 of Money Heist! #lacasadepapel #tvtime https://t.co/QsSoY0MrgS,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
239603539,2020-04-06 06:48:42,ingukiss,I've just watched episode S04E03 of Money Heist! #lacasadepapel  #tvtime https://t.co/Cj2n2ZHaA5 https://t.co/1AXu02L5De,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
20750892,2020-04-07 03:47:32,ivannadrpic,I freaking hate the professor and he keeps getting away with so much crap!! Watching #LaCasaDePapel is infuriating <U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F><U+0001F602>,Twitter for iPhone,en,LaCasaDePapel
20750892,2020-04-07 01:17:13,ivannadrpic,I’m aggravated watching #LaCasaDePapel cos the copper Raquel is a biggo idiot blinded by dick!!!!!! Can’t even see that he’s the mastermind professor <U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F>,Twitter for iPhone,en,LaCasaDePapel
34086085,2020-04-05 10:50:16,lil_horst,I've just watched episode S04E02 of Money Heist! #lacasadepapel  #tvtime https://t.co/cCIQGb8Tcj https://t.co/UYsIyJEMm9,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
3410665209,2020-04-07 09:37:00,dereatiy,"Tokyo really has the nerve to talk when everything is going wrong because of HER!!!!!!
#lacasadepapel",Twitter for iPhone,en,lacasadepapel
93052775,2020-04-08 00:33:39,carolsdaisy,I've just watched episode S04E01 of Money Heist! #lacasadepapel  #tvtime https://t.co/QSC2TFVD0l https://t.co/lrx1rB6vnS,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
14314296,2020-04-06 06:50:33,danoliveira,I've just watched episode S04E01 of Money Heist! #lacasadepapel  #tvtime https://t.co/Y6zZV6f6ys https://t.co/qIpfUQlyg1,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
14314296,2020-04-06 07:49:19,danoliveira,I've just watched episode S04E02 of Money Heist! #lacasadepapel  #tvtime https://t.co/PgwFphr3Mr https://t.co/iNUOyiG6fQ,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
14314296,2020-04-08 19:48:11,danoliveira,I've just watched episode S04E03 of Money Heist! #lacasadepapel  #tvtime https://t.co/gpss4k7W2e https://t.co/yNmVY7YE4u,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
2554578462,2020-04-07 23:18:12,JsuisHorny,I've just watched episode S04E05 of Money Heist! #lacasadepapel  #tvtime https://t.co/HOCZR7Nsek https://t.co/KOBL27x6gI,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
72040715,2020-04-08 13:56:42,marika1987,I've just watched episode S01E01 of Money Heist! #lacasadepapel  #tvtime https://t.co/6OvIZVyJ7e https://t.co/SlL1yWMPTH,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
3399490251,2020-04-07 18:23:15,mariliad95,I've just watched episode S04E01 of Money Heist! #lacasadepapel   #tvtime https://t.co/8J1gbWu21W https://t.co/F9ehN8CJVj,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
97254795,2020-04-08 01:21:32,r_possato,I've just watched episode S04E04 of Money Heist! #lacasadepapel  #tvtime https://t.co/p0rBP0VAGI https://t.co/nqg8ulh5Jl,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
97254795,2020-04-05 11:49:55,r_possato,I've just watched episode S04E02 of Money Heist! #lacasadepapel  #tvtime https://t.co/HSIWjP1G3V https://t.co/StHrJpsMC5,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
717255101707120640,2020-04-08 14:58:58,cyril_dimel,I've just watched On est de retour from Money Heist #lacasadepapel  9.76/10 #tvtime https://t.co/90HetViql5 https://t.co/5WxmuXWOGj,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
717255101707120640,2020-04-08 11:04:43,cyril_dimel,I've just watched Épisode 13 from Money Heist #lacasadepapel  9.82/10 #tvtime https://t.co/MtLnMc72qV https://t.co/7lsB5ltlrk,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
717255101707120640,2020-04-05 19:35:49,cyril_dimel,I've just watched Épisode 8 from Money Heist #lacasadepapel  9.8/10 #tvtime https://t.co/5bLaCcssSh https://t.co/rLs3UrpT97,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
717255101707120640,2020-04-08 19:23:47,cyril_dimel,"I've just watched Boum, boum, ciao from Money Heist #lacasadepapel  9.84/10 #tvtime https://t.co/qyqMJV10fE https://t.co/zVo8EDnmAQ","TV Time, TV show tracker",en,"lacasadepapel,tvtime"
717255101707120640,2020-04-05 21:47:38,cyril_dimel,I've just watched Épisode 9 from Money Heist #lacasadepapel  9.82/10 #tvtime https://t.co/y3fhxnDlAt https://t.co/VewQwXNPt2,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
717255101707120640,2020-04-06 12:50:47,cyril_dimel,I've just watched Épisode 12 from Money Heist #lacasadepapel  9.84/10 #tvtime https://t.co/aBUzcxDgmy https://t.co/9oCKB9mPY7,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
717255101707120640,2020-04-05 18:27:11,cyril_dimel,I've just watched Épisode 7 from Money Heist #lacasadepapel  9.8/10 #tvtime https://t.co/mGXOmyBbnf https://t.co/frQBUBETgg,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
717255101707120640,2020-04-08 16:00:09,cyril_dimel,I've just watched Aïkido from Money Heist #lacasadepapel  9.84/10 #tvtime https://t.co/3PwACXr0w3 https://t.co/aETj4ODT7v,"TV Time, TV show tracker",en,"lacasadepapel,tvtime"
