user_id,created_at,screen_name,text,source,lang,hashtags
2410781903,2020-04-08 22:25:45,kamy_gu,"Ho ufficialmente finito la casa di carta e questa stagione è stata davvero una figata assurda <U+0001F60D> 
Ma la domanda ora è: come faccio ad aspettare fino ad autunno 2021 senza sapere come continua?!?! <U+0001F631><U+0001F62D> #LaCasaDePapel",Twitter for iPhone,it,LaCasaDePapel
2410781903,2020-04-08 22:06:55,kamy_gu,Nella casa di carta che citano Harry Potter perché anche i criminali fanno parte del fandom <U+0001F602><U+0001F602><U+0001F602> #LaCasaDePapel #HarryPotter,Twitter for iPhone,it,"LaCasaDePapel,HarryPotter"
2410781903,2020-04-08 21:30:20,kamy_gu,E poi ci sono gli ostaggi che hanno più paura di Arturo con il mitra che dei criminali <U+0001F648> beh effettivamente cretino com’è anche io sarei terrorizzata a vederlo maneggiare un mitra <U+0001F602><U+0001F648> #LaCasaDePapel,Twitter for iPhone,it,LaCasaDePapel
2410781903,2020-04-08 21:17:43,kamy_gu,Cioè quindi ora Tamaio si sta impegnando di più per arrestare Alicia che per la rapina e gli ostaggi <U+0001F602><U+0001F648> certo che con cretini del genere per il Professore è troppo facile <U+0001F602> #LaCasaDePapel,Twitter for iPhone,it,LaCasaDePapel
2410781903,2020-04-08 20:46:56,kamy_gu,"Alicia che smerda Tamaio, il governo e i servizi segreti ammetto che l’ho rivalutata <U+0001F602><U+0001F602><U+0001F602> #LaCasaDePapel",Twitter for iPhone,it,LaCasaDePapel
900469750290980864,2020-04-08 22:19:12,DiegoHuescag,Cerco un centro di gravità permanente <U+0001F3B6> #LaCasaDePapel,Twitter for iPhone,it,LaCasaDePapel
764248244348157952,2020-04-08 22:08:52,holasoclemma,Come posso guardare #LaCasaDePapel in italiano?  Ho Netflix ma in Spagna non è disponibile l'audio in italiano,Twitter for Android,it,LaCasaDePapel
513116263,2020-04-08 22:03:43,GalantoMassimo,Rettifico tutto. Stagione da vedere (molto meglio della terza) <U+0001F44F><U+0001F44F> #lacasadicarta4 #LaCasaDePapel https://t.co/hS7cEcenwI,Twitter for Android,it,"lacasadicarta4,LaCasaDePapel"
276139353,2020-04-08 22:02:45,Oliveur_,#LaCasaDePapel ti amo ti amo <U+0001F60D><U+0001F3AC>,Twitter for iPhone,it,LaCasaDePapel
933845921409961985,2020-04-04 19:37:02,Santas_Official,"Ragazzi, ma la scena del matrimonio di Berlino quanto è pazzescamente bella?

#LaCasaDePapel https://t.co/ccDOhyn5N6",Twitter for Android,it,LaCasaDePapel
933845921409961985,2020-04-08 21:59:30,Santas_Official,"Il piano ""Wuhan"".

#LaCasaDePapel #LaCasadicarta #COVID2019italia

(complimenti all'autrice) https://t.co/zL7kfmotJB",Twitter for Android,it,"LaCasaDePapel,LaCasadicarta,COVID2019italia"
933845921409961985,2020-04-07 20:05:34,Santas_Official,"Ho finito #LaCasadicarta4. Dovrebbero fare una legge per cui le stagioni delle serie tv devono durare almeno 20 episodi.

#LaCasaDePapel",Twitter for Android,it,"LaCasadicarta4,LaCasaDePapel"
1148931510189330432,2020-04-08 21:58:28,Marica56659411,"MA STA PARLANDO DI ME PER CASO?!? 
#LaCasaDePapel #LaCasadicarta https://t.co/DRz2E5zrFb",Twitter for Android,it,"LaCasaDePapel,LaCasadicarta"
1148931510189330432,2020-04-02 06:56:16,Marica56659411,"Domani oltre ad esserci la finale di #Amici19 ci sarà la parte 4 de  #LaCasaDePapel ripeto D O M A N I.
Io sarò fuori dal mondo per una giornata intera. https://t.co/emklSNR8D6",Twitter for Android,it,"Amici19,LaCasaDePapel"
771861128,2020-04-08 21:53:10,Rigagnolo,"Ok, mi mancano due puntate della quarta stagione de #LaCasaDePapel. Hanno fatto lo stesso errore che per #DirkGently: prima storia (stagione 1-2) eccellente e intrigante, seguita da un secondo filone (3-4) stiracchiatissimo e stantio. Morale: fermatevi alla prima di entrambi.",Twitter Web App,it,"LaCasaDePapel,DirkGently"
1226974929083609089,2020-04-08 21:51:46,auroraritaa,"VI AMO TANTISSIMO
#berlermo #Berlin #Palestinian #LCDP4 #LaCasaDePapel https://t.co/O0De44fpcQ",Twitter for Android,it,"berlermo,Berlin,Palestinian,LCDP4,LaCasaDePapel"
479653294,2020-04-08 21:48:46,paolofranci17,#LaCasaDePapel pazzesca. La quarta serie e' pazzesca. @NetflixIT,Twitter for Android,it,LaCasaDePapel
919862697260437504,2020-04-08 21:39:34,xsplendiinvece,"Okay finita che dire MOLTO MOLTO meglio della 3, l’ho criticata ma onestamente ne vale la pena, mi è piaciuta.
Palermo prefe, Alicia prefe, Berlino sempre pezzo di cuore, professore che torna ad avere un senso

#LaCasaDePapel",Twitter for iPhone,it,LaCasaDePapel
919862697260437504,2020-04-08 21:45:28,xsplendiinvece,"Palermo personaggio pazzesco che odi con tutta l’anima all’inizio e poi finisci disperata ad amarlo follemente.
Personaggio devastato, pieno di risentimento e dolore che sfoga in pseudo cattiveria a cui ovviamente darei l’anima 

#LaCasaDePapel https://t.co/vLuuWdkC7F",Twitter for iPhone,it,LaCasaDePapel
919862697260437504,2020-04-04 21:30:10,xsplendiinvece,"PERCHÉ CANTANO UMBERTO TOZZI MA COSA STO GUARDANDO 

#LaCasaDePapel",Twitter for iPhone,it,LaCasaDePapel
919862697260437504,2020-04-08 21:40:49,xsplendiinvece,"Tokyo senza rio RINATA, un’altra proprio senza quella palla al piede dietro.
Totalmente inutili e stracciacoglioni Rio, Denver e Stoccolma pienissima di tutti e tre

#LaCasaDePapel",Twitter for iPhone,it,LaCasaDePapel
919862697260437504,2020-04-08 21:00:14,xsplendiinvece,"“Il dolore è un usuraio, se contrai un debito con lui non lo saldi mai”

#lacasadepapel https://t.co/QtXu9tid8o",Twitter for iPhone,it,lacasadepapel
919862697260437504,2020-04-04 21:49:59,xsplendiinvece,"In lacrime per i flashback di Berlino che perdita enorme per questa serie non li potrò perdonare mai 

#LaCasaDePapel",Twitter for iPhone,it,LaCasaDePapel
919862697260437504,2020-04-05 09:13:34,xsplendiinvece,"Berlino ci ha appena insegnato che bisogna prendere a forchettate nelle palle il primo che osa deridere il nostro outfit Eh ma mica è il personaggio migliore di questa serie 

#LaCasaDePapel",Twitter for iPhone,it,LaCasaDePapel
919862697260437504,2020-04-05 20:53:40,xsplendiinvece,"Quindi gandia si è rotto la mano per togliere le manette, con una mano fratturata è riuscito a soffocare quasi Nairobi.
È stato accoltellato alla gola e senza una mano e con sangue che spruzza dalla giugulare è riuscito a impiccare Helsinki e a fuggire OKKAAAYYY

#LaCasaDePapel",Twitter for iPhone,it,LaCasaDePapel
919862697260437504,2020-04-04 21:12:25,xsplendiinvece,"Cioè Nairobi sparata, con un proiettile nel polmone, è lì lucida che litiga e si fa anche un paio di discorsi con questi che litigano da un quarto d’ora da soli senza collassare 

#LaCasaDePapel https://t.co/lopiH66JLR",Twitter for iPhone,it,LaCasaDePapel
919862697260437504,2020-04-08 20:42:25,xsplendiinvece,"Gioia durata ovviamente 30 secondi perché ora devastata per il palo di Berlino a Palermo

#LaCasaDePapel",Twitter for iPhone,it,LaCasaDePapel
919862697260437504,2020-04-04 21:38:13,xsplendiinvece,"STANCA di Denver e coniuge che piange ogni due tre basta

#LaCasaDePapel",Twitter for iPhone,it,LaCasaDePapel
827604452,2020-04-08 21:45:13,juliafrmthmoon,Poi forse io sono troppo rancorosa possibilissimo ma Palermo dopo aver tradito la banda e aver liberato quel figlio d’una mignotta è entrato dritto dritto nella mia lista di persone che devono morire male proprio sotto Arturito e Gandìa #LaCasaDePapel https://t.co/DoUkX2MoD7,Twitter for iPhone,it,LaCasaDePapel
827604452,2020-04-08 21:45:09,juliafrmthmoon,"Io peró un basita per il fatto che Nairobi è morta anche per colpa di Palermo ma sembrano essersene dimenticati tutti, cioè ok il perdono ma non sfiorare nemmeno l’argomento,,,,, (a parte che con Helsinki ma a malapena) #LaCasaDePapel https://t.co/OqsrHqixL7",Twitter for iPhone,it,LaCasaDePapel
827604452,2020-04-08 20:12:52,juliafrmthmoon,"Cucciolini tutti quanti che soffrono per la morte di Nairobi, voglio abbracciarli tutti #lacasadepapel",Twitter for iPhone,it,lacasadepapel
827604452,2020-04-08 20:56:24,juliafrmthmoon,"Vabbe okay capito nella prossima stagione Alicia Sierra si unisce alla banda, quotatissimo proprio #LaCasaDePapel",Twitter for iPhone,it,LaCasaDePapel
827604452,2020-04-08 20:25:26,juliafrmthmoon,MANILA HA SPARATO ARTURITO NELLA GAMBA CREDO DI ESSERE V*N*T* #LaCasaDePapel,Twitter for iPhone,it,LaCasaDePapel
783371337704275968,2020-04-08 21:44:15,yunghalvsey,ok ho finito l’ultima stagione di #LaCasaDePapel e gli ultimi due episodi hanno salvato tutta la stagione,Twitter for iPhone,it,LaCasaDePapel
1222429514,2020-04-08 21:36:10,OhSofyLu,"Sono passati a ""Cerco un centro di gravità permanente"" h e l p sto morendo dal ridere
#LaCasaDePapel",Twitter for Android,it,LaCasaDePapel
1222429514,2020-04-08 20:48:13,OhSofyLu,"Hahaha perché stanno cantando ""Ti amo"" aiuto
#LaCasaDePapel",Twitter for Android,it,LaCasaDePapel
430691302,2020-04-08 21:24:45,AlessandroProc,Ho finito di vedere #LaCasadicarta ... rosico! #LaCasaDePapel,Twitter for iPhone,it,"LaCasadicarta,LaCasaDePapel"
952958836410896384,2020-04-08 21:13:12,ninakreuz,La scena della bara a dir poco ridicola #lcdp #lacasadepapel #lacasadicarta,Twitter for iPhone,it,"lcdp,lacasadepapel,lacasadicarta"
1241119478685011975,2020-04-08 21:10:54,JRItaly1,@RMvoice1 X un attimo ho pensato che stessi parlando di denver de #lacasadepapel <U+0001F61C>,Twitter for Android,it,lacasadepapel
703251077047689216,2020-04-08 21:02:10,Marina_RomaK10,Ti amo di Umberto Tozzi proprio non me l'aspettavo<U+0001F923> #LaCasaDiCarta4 #LaCasaDiCarta #LaCasaDePapel,Twitter for Android,it,"LaCasaDiCarta4,LaCasaDiCarta,LaCasaDePapel"
4696106725,2020-04-08 20:58:53,benxvoice,"conoscendo i creatori della casa de papel secondo me faranno morire anche Palermo, magari mentre gli altri cercano di scappare o per salvare Helsinki.
dopo che ha detto ad Helsinki che lo avrebbe portato fuori anche a costo di morire penso solo a quello.
#LaCasaDePapel",Twitter for Android,it,LaCasaDePapel
4696106725,2020-04-06 20:54:54,benxvoice,con orgoglio dalla parte sbagliata #LaCasaDePapel https://t.co/rb1zQlss1g,Twitter for Android,it,LaCasaDePapel
4696106725,2020-04-05 23:04:55,benxvoice,"cosa voglio dalla s5:
-morte di arturo roman
#LaCasaDePapel",Twitter for Android,it,LaCasaDePapel
491347858,2020-04-08 20:55:21,antorendina,"Alla fine il Professore più che un brillante genio del crimine e uomo di cultura sembra uno stregone sensitivo che vede il futuro. Dammi sei numeri professò.
#LaCasaDePapel",Twitter for Android,it,LaCasaDePapel
1026522833424408577,2020-04-08 20:52:58,ineedric_,"Dopo questo tweet mi preparo alla guerra
#LaCasaDePapel https://t.co/3D6rCLS03H",Twitter for iPhone,it,LaCasaDePapel
433233568,2020-04-08 20:52:08,Micio_Theo,SUUUU LE MANIIIIII <U+0001F60E><U+0001F60E><U+0001F60E><U+0001F60E><U+0001F60E>#LaCasaDePapel https://t.co/THP47iNBr6,Twitter for iPhone,it,LaCasaDePapel
2475970465,2020-04-08 20:49:23,FrancesCabreee,"7 persone non riescono a uccidere un cazzo di uomo che attraversa un intero salone DUE VOLTE ma io mi rifiuto di crederci
#LaCasaDePapel",Twitter for Android,it,LaCasaDePapel
3365915002,2020-04-08 20:43:39,marco_bragazzi,"Un finale di stagione al tritolo, una carica impressionante che mi lascerà col fiato sospeso fino alla prossima serie. #LaCasaDePapel #lacasadicarta4 #lacasadelpapel4",Twitter for Android,it,"LaCasaDePapel,lacasadicarta4,lacasadelpapel4"
400801252,2020-04-08 20:39:37,MaurizioAlba,Dal web. #LaCasaDePapel #COVID19 https://t.co/F5jUp3Boue,Twitter Web Client,it,"LaCasaDePapel,COVID19"
1454944123,2020-04-08 20:36:35,lulluxj,"No scusate ma solo io sono innamorata di Bogotà? Nessuno ne parla mai ma io lo adoro
#LaCasaDePapel",Twitter for Android,it,LaCasaDePapel
592881188,2020-04-03 18:21:21,computersgarage,"Pronti per la 4 stagione, molti di voi avranno iniziato da stamane...
#3aprile #lacasadepapel #lacasadicarta #stagione #NETFLIX #netflixitalia #linux #podcasting @ Puglia, Italy https://t.co/tDA2tCo7yQ",Instagram,it,"3aprile,lacasadepapel,lacasadicarta,stagione,NETFLIX,netflixitalia,linux,podcasting"
592881188,2020-04-08 20:14:18,computersgarage,In attesa che la piattaforma per il podcast sia pronta... Ecco il prossimo episodio. #iorestoacasa #andràtuttobene #linux #lacasadepapel #lacasadicarta #rio #ilprofessore  #tokyo #nairobi https://t.co/WUqqdwICti,Instagram,it,"iorestoacasa,andràtuttobene,linux,lacasadepapel,lacasadicarta,rio,ilprofessore,tokyo,nairobi"
80687971,2020-04-08 19:51:57,laBorzacchiello,"Procrastinare la visione de #lacasadepapel solo per non salutare il mio personaggio preferito
#LaCasaDePapel4",Twitter for Android,it,"lacasadepapel,LaCasaDePapel4"
1084423591612043264,2020-04-08 19:47:30,nickbozionelos,"<U+0001F3B6> Ti amo <U+0001F3B5>
#lacasadepapel https://t.co/pOROUdhXbZ",Twitter for Android,it,lacasadepapel
1244919854341263360,2020-04-05 18:27:36,Marica96811450,"Bene raga ho deciso... Adesso finisco di RIVEDERE la quarta parte de #LaCasaDePapel poi guardo il documentario sui retroscena, sempre de #LaCasadicarta ed infine ricomincerò la serie da capo perché sono tipo 2 anni che non vedo le prime 2 stagioni e devo subito rimediare.",Twitter for Android,it,"LaCasaDePapel,LaCasadicarta"
1244919854341263360,2020-04-04 21:42:05,Marica96811450,"Un'altra cosa, so che non interessa a nessuno ma adesso dico la mia top 3 dei personaggi:
1-NAIROBI
2-PALERMO
3-BOGOTÀ
Vi va di dirmi la vostra?
#lacasadicarta4 #LaCasadicarta #LaCasaDePapel",Twitter for Android,it,"lacasadicarta4,LaCasadicarta,LaCasaDePapel"
1244919854341263360,2020-04-08 19:14:07,Marica96811450,"""La morte può essere la migliore opportunità della vita""
Berlino (Non fa mai male citarlo) #lacasadelpapel4 #lacasadicarta4 #lacasadicarta #LaCasaDePapel https://t.co/BCEOA99bfN",Twitter for Android,it,"lacasadelpapel4,lacasadicarta4,lacasadicarta,LaCasaDePapel"
1244919854341263360,2020-04-07 07:28:31,Marica96811450,"Forse più tardi o direttamente domani, comincerò dei sondaggi per decretare il personaggio più amato de #LaCasadicarta (terrò conto di tutte le stagioni) #lacasadicarta4 #LaCasaDePapel4 #LaCasaDePapel",Twitter for Android,it,"LaCasadicarta,lacasadicarta4,LaCasaDePapel4,LaCasaDePapel"
1244919854341263360,2020-04-04 21:40:29,Marica96811450,"Raga non mi uccidete ma io non riesco ad odiare Palermo, é più forte di me. Dopo tutto quello che ha fatto dovrei odiarlo ma io lo amo lo stesso <U+2764><U+FE0F>#lacasadicarta4 #LaCasadicarta #LaCasaDePapel",Twitter for Android,it,"lacasadicarta4,LaCasadicarta,LaCasaDePapel"
859468487097544707,2020-04-08 18:57:21,pierrnosari,"(arrivati alla Parte 4, #LaCasaDePapel sembra uno zio che prima era strambo ma figo e ora mostra i primi sintomi di demenza senile <U+0001F61E>)

#TVseries #Netflix #LaCasaDePapel4 #8aprile https://t.co/XKVqxis5Rq",Twitter Web App,it,"LaCasaDePapel,TVseries,Netflix,LaCasaDePapel4,8aprile"
1246830514784387080,2020-04-08 17:58:21,itsrohere,"Non so voi ma la amo 

#aliciasierra #lacasadepapel https://t.co/39mduO9CnW",Twitter for Android,it,"aliciasierra,lacasadepapel"
122088872,2020-04-08 17:55:30,kindermaxxi,Mercoledì sera: vado a vedere #LaCasaDePapel https://t.co/EsPg9eWG4k,Twitter for iPhone,it,LaCasaDePapel
122088872,2020-04-05 14:12:18,kindermaxxi,Un Emmy onorario alla costumista che ha scelto gli anelli di Nairobi ne #LaCasaDePapel https://t.co/OamniH4M8o,Twitter Web App,it,LaCasaDePapel
883168970936922113,2020-04-08 17:47:32,vijayfan_guru,"Bella Ciao...
Bella Ciao...
Bella Ciao Ciao Ciao.....

Just finished season 1 <U+0001F525><U+0001F525>

#LaCasaDePapel #MoneyHeist https://t.co/iSshGAGXBM",Twitter for Android,it,"LaCasaDePapel,MoneyHeist"
1247445988844937217,2020-04-08 16:50:52,MateoTouzetRaw,"#LaCasaDePapel - Berlin sings ""Ti Amo” - #Netflix : https://t.co/YqBPV2FNjc",Twitter for iPad,it,"LaCasaDePapel,Netflix"
156651046,2020-04-06 17:58:53,_carlotta27,"Sto riguardando la casa di carta dall’inizio e devo ammettere che le prime due stagioni sono di un altro livello.
E poi manca vedere Berlino sempre in scena non come adesso che ci danno 2/3 flashback se ci va bene. 
#LaCasaDePapel #LaCasaDePapel4 https://t.co/3J3mMnGNNC",Twitter for iPhone,it,"LaCasaDePapel,LaCasaDePapel4"
156651046,2020-04-01 18:35:50,_carlotta27,Matrimonio di Berlino immagino con Sierra la stronza #LaCasaDePapel https://t.co/YU2ZZ3eAqa,Twitter for iPhone,it,LaCasaDePapel
156651046,2020-04-05 20:06:43,_carlotta27,"E se Pedro Alonso ti dice di venire, tu vieni.
<U+0001F924><U+0001F924><U+0001F924>
#LaCasaDePapel4 #LaCasaDePapel #LCDP4 #Berlino https://t.co/CwHDITyfEl",Twitter for iPhone,it,"LaCasaDePapel4,LaCasaDePapel,LCDP4,Berlino"
156651046,2020-04-03 09:21:45,_carlotta27,"Personaggio più inutile de #LaCasaDePapel
-
-
RIO",Twitter for iPhone,it,LaCasaDePapel
156651046,2020-04-08 16:41:51,_carlotta27,"“Faccia d’angelo, David di Michelangelo, occhi ghiacciolo, dannate cose che mi piacciono...”
#LaCasaDePapel4 #LaCasaDePapel https://t.co/3r9jl0tNcX",Twitter for iPhone,it,"LaCasaDePapel4,LaCasaDePapel"
1083285897771188224,2020-04-08 15:57:35,lattedimandvrla,"LOL RAGA HO RISO TROPPO
#LaCasaDePapel https://t.co/oY6YCUWnx6",Twitter for iPhone,it,LaCasaDePapel
1083285897771188224,2020-04-06 13:53:31,lattedimandvrla,"avrei pagato oro per vedere Berlino e Palermo insieme al comando durante la rapina alla Banca di Spagna, cioè immaginatevi quei due insieme all’opera shhskwjshshwdjdj #LaCasaDePapel",Twitter for iPhone,it,LaCasaDePapel
1083285897771188224,2020-04-08 16:34:51,lattedimandvrla,"è piccolissima vi prego <U+0001F97A><U+0001F97A> 
poi il discorso finale con i fiori in mano <U+0001F97A><U+0001F97A><U+0001F97A><U+0001F97A><U+0001F97A><U+0001F97A><U+0001F97A><U+0001F97A>
#LaCasaDePapel https://t.co/Jr4EBGAoqO",Twitter for iPhone,it,LaCasaDePapel
3381643065,2020-04-08 16:31:59,Ufo7E,Luna Rossa #FelizMiercoles #cuarentena #Luna #ModernWarfare #COVID19 #LaCasaDePapel #ColombiaEstaAlAire #Colombia https://t.co/pWJuecL7bt,Twitter Web App,it,"FelizMiercoles,cuarentena,Luna,ModernWarfare,COVID19,LaCasaDePapel,ColombiaEstaAlAire,Colombia"
1219732494372737030,2020-04-08 16:13:42,ImLucifer6969,Stasera #LaCasaDePapel inizio alle 21 e tt di un fiato,Twitter for iPhone,it,LaCasaDePapel
970437117913501701,2020-04-08 16:07:07,Mario52338411,"LO SAPEVI CHE?
Luka Peroš, interprete croato di Marsiglia ne #LaCasaDePapel, ha doppiato il suo personaggio in ben 6 lingue diverse, compreso in italiano? 
Oltre ad aver interpretato il suo ruolo, ha doppiato se stesso in inglese, francese, portoghese, tedesco, turco e italiano. https://t.co/uaH6rPjO9Z",Twitter for Android,it,LaCasaDePapel
1111950061376819200,2020-04-08 15:14:21,AnchorChin,"Bella Ciao on Piano <U+0001F3B6><U+0001F3B5><U+0001F3B9> 

#Piano #Music #QuarantineTimes #LaCasaDePapel #MoneyHeist #BellaCiao #CozItsTrending https://t.co/3csbef3JcS",Twitter for Android,it,"Piano,Music,QuarantineTimes,LaCasaDePapel,MoneyHeist,BellaCiao,CozItsTrending"
50964856,2020-04-04 18:25:43,iAlfons0,Ho appena guardato episodio S04E01 Money Heist #lacasadepapel  #tvtime https://t.co/cpDJDrahYy https://t.co/UekRR5ZHMC,"TV Time, TV show tracker",it,"lacasadepapel,tvtime"
50964856,2020-04-08 14:45:13,iAlfons0,Ho appena guardato episodio S04E08 Money Heist #lacasadepapel  #tvtime https://t.co/foeC581Mp6 https://t.co/9vkkKeMlj7,"TV Time, TV show tracker",it,"lacasadepapel,tvtime"
50964856,2020-04-05 15:22:58,iAlfons0,Ho appena guardato episodio S04E07 Money Heist #lacasadepapel  #tvtime https://t.co/yv9KEvo3Oc https://t.co/BLZTLHpI72,"TV Time, TV show tracker",it,"lacasadepapel,tvtime"
1149983062593286145,2020-04-08 14:30:19,Wheltschmerz,"Io darei ad Arturito un Oscar  solo per l'odio che porta nei suoi confronti.
#LaCasaDePapel #LaCasaDePapel4",Twitter for Android,it,"LaCasaDePapel,LaCasaDePapel4"
1241842217377050630,2020-04-08 14:20:36,citrusncinnvmon,Petizione per far recitare Iwan Rheon e Rodrigo de la Serna insieme nel ruolo di due fratelli #LaCasaDePapel https://t.co/r2ctgFpMJ4,Twitter for Android,it,LaCasaDePapel
1241842217377050630,2020-04-04 22:43:59,citrusncinnvmon,"#LaCasaDePapel Spoiler Alert <U+26A0>

""Lisbona è qui con noi"" https://t.co/V9yfQp3i9V",Twitter for Android,it,LaCasaDePapel
1241842217377050630,2020-04-05 17:10:02,citrusncinnvmon,Io ora che ho finito #LaCasaDePapel e sono morti i miei personaggi preferiti https://t.co/GcxOvs5FJS,Twitter for Android,it,LaCasaDePapel
1241842217377050630,2020-04-06 00:02:37,citrusncinnvmon,"#LaCasaDePapel, it's theory time: a tiny thread. 

Dopo il golpe che rende Tokyo capo della rapina e Palermo un semplice ostaggio, Palermo convince Gandia a liberarsi. La liberazione di Gandia si concluderà con la morte di Nairobi e fino qui ci siamo arrivati tutti.",Twitter for Android,it,LaCasaDePapel
1241842217377050630,2020-04-04 22:17:56,citrusncinnvmon,"#LaCasaDePapel Spoiler Alert <U+26A0>

Manila che spara alla gamba di Arturito è il mio nuovo credo religioso ed orientamento politico",Twitter for Android,it,LaCasaDePapel
1241842217377050630,2020-04-06 00:15:19,citrusncinnvmon,Come se fosse il principio dello scambio equivalente di fullmetal alchemist. Una vita (Palermo) per una vita (Nairobi). Pensateci. The end. #LaCasaDePapel https://t.co/YOgPDWU2sy,Twitter for Android,it,LaCasaDePapel
1241842217377050630,2020-04-06 00:04:12,citrusncinnvmon,"Nella serie, viene rivelato l'amore che Palermo prova nei confronti di Berlino, un amore cieco, passionale. Drammatico, così drammatico che nemmeno la narrazione da bimba tumblr di Tokyo può esprimere la Drammaticità di quel sentimento #LaCasaDePapel",Twitter for Android,it,LaCasaDePapel
1241842217377050630,2020-04-04 21:49:54,citrusncinnvmon,"#LaCasaDePapel Spoiler Alert <U+26A0> 

Palermo si è fatto così grande nello sparlare di Nairobi e dei suoi sentimenti per Helsinki quando lui è il primo ad essere stato rifiutato come uno stronzo.",Twitter for Android,it,LaCasaDePapel
1241842217377050630,2020-04-06 09:59:37,citrusncinnvmon,Probabilmente la coppia più bella esteticamente che io abbia mai visto in vita mia #LaCasaDePapel https://t.co/fmNKpQcIk4,Twitter for Android,it,LaCasaDePapel
1231901190520176641,2020-04-08 14:09:43,MarchiniGaia,"Visto che Berlino ha sempre cantato canzoni italiane, direi che nella prossima stagione possiamo fargli fare Ansia No
#LaCasaDePapel",Twitter for iPhone,it,LaCasaDePapel
142711432,2020-04-08 14:04:52,SimonVannini,"8 episodi in due giorni.
Spero che la quinta stagione esca il mese prossimo, o comincio anche io a mettermi maschera e tuta rossa.  #LACASADEPAPEL",Twitter for Android,it,LACASADEPAPEL
788101108086501380,2020-04-08 14:00:21,giuseppecine03,"È COSÌ STRANO CHE LORO DUE SIANO I MIEI PERSONAGGI PREFERITI DELLA SERIE...
#LaCasaDePapel #LaCasaDePapel4 #lacasadicarta4 https://t.co/JoYLgDr1qq",Twitter for Android,it,"LaCasaDePapel,LaCasaDePapel4,lacasadicarta4"
892486678220296192,2020-04-08 13:58:02,MariamM957,"O bella ciao, bella ciao, bella ciao, ciao, ciao <U+0001F47B><U+2665><U+FE0F>

#LaCasaDePapel #espana https://t.co/u0uTedHNz9",Twitter for Android,it,"LaCasaDePapel,espana"
807624357589774336,2020-04-08 13:57:17,pinog75,@fanpage Un fratello gemello che comparirà nella 5a serie? #LaCasaDePapel #lacasadicarta4,Twitter for Android,it,"LaCasaDePapel,lacasadicarta4"
400115190,2020-04-08 13:53:30,AnnalisaBollini,L’ultima serie che ho visto è Friends. Poi ho iniziato “La Casa di Carta”. Ma cos’è questa droga? Sono in maratona da ore. #LaCasadicarta #LaCasaDePapel #LaCasaDePapel4,Twitter for iPhone,it,"LaCasadicarta,LaCasaDePapel,LaCasaDePapel4"
