user_id,status_id,created_at,screen_name,text,source,display_text_width,favorite_count,retweet_count,hashtags
x1911592536,x1247575459359006720,2020-04-07 17:22:22,drezecos,I’ve just watched S01E01 of Money Heist #lacasadepapel #tvtime https://t.co/NdwhoxDt3F https://t.co/0wmdFzKuAI,"TV Time, TV show tracker",86,1,0,lacasadepapel tvtime
x1911592536,x1247950885721907201,2020-04-08 18:14:11,drezecos,I’ve just watched S01E05 of Money Heist #lacasadepapel #tvtime https://t.co/OwW6vlhFFW https://t.co/GsePYUrZuB,"TV Time, TV show tracker",86,0,0,lacasadepapel tvtime
x1911592536,x1247965535192653825,2020-04-08 19:12:24,drezecos,I’ve just watched S01E06 of Money Heist #lacasadepapel #tvtime https://t.co/nvvH7ABLOF https://t.co/yLd0wQWpjA,"TV Time, TV show tracker",86,1,0,lacasadepapel tvtime
x1911592536,x1247696367708966912,2020-04-08 01:22:49,drezecos,I’ve just watched S01E03 of Money Heist #lacasadepapel #tvtime https://t.co/wLhTRDL6Q2 https://t.co/TRnfwfixky,"TV Time, TV show tracker",86,0,0,lacasadepapel tvtime
x1911592536,x1247827996322533376,2020-04-08 10:05:52,drezecos,I’ve just watched S01E04 of Money Heist #lacasadepapel #tvtime https://t.co/u8NV86H38C https://t.co/TdUUwv3kaI,"TV Time, TV show tracker",86,1,0,lacasadepapel tvtime
x1911592536,x1247600379833049089,2020-04-07 19:01:24,drezecos,I’ve just watched S01E02 of Money Heist #lacasadepapel #tvtime https://t.co/mIIraFxdXf https://t.co/ggG77SP2r0,"TV Time, TV show tracker",86,1,0,lacasadepapel tvtime
x1085731513591914496,x1247704900139659264,2020-04-08 01:56:44,dailytvshowsz,"Oh my God, I can't stand him!!! This piece of shit! Let Denver kill him, pleeeeease #MoneyHeist #MoneyHeist4 #LaCasaDePapel4 #LaCasaDePapel https://t.co/mmutzU5FeC",Twitter for Android,139,0,0,MoneyHeist MoneyHeist4 LaCasaDePapel4 LaCasaDePapel
x847254755810213888,x1247800320668778498,2020-04-08 08:15:54,evertongarden,I've just watched episode S04E06 of Money Heist! #lacasadepapel  #tvtime https://t.co/0jgMYDf8Kt https://t.co/tfZE58WKU0,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x847254755810213888,x1246433402980634624,2020-04-04 13:44:15,evertongarden,I've just watched episode S04E01 of Money Heist! #lacasadepapel  #tvtime https://t.co/55OsLOjyMH https://t.co/ImyAlmGFDZ,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x97846555,x1246738128800530433,2020-04-05 09:55:07,edgecrusher12,I've just watched episode S04E01 of Money Heist! #lacasadepapel  #tvtime https://t.co/WlVVyY6ktJ https://t.co/elC0jiabAU,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x164795870,x1246838576589025282,2020-04-05 16:34:16,Al3xAraujo,I've just watched episode S04E02 of Money Heist! #lacasadepapel  #tvtime https://t.co/8fHlrIO4EJ https://t.co/nat2u0s2IN,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x164795870,x1246869255515226115,2020-04-05 18:36:10,Al3xAraujo,I've just watched episode S04E03 of Money Heist! #lacasadepapel  #tvtime https://t.co/kMMUMO9Rgn https://t.co/pDLCjSpnpv,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x62398845,x1247022671075905538,2020-04-06 04:45:48,akafonty,I've just watched episode S04E04 of Money Heist! #lacasadepapel  #tvtime https://t.co/2xT4draYdH https://t.co/nma4xtyUAq,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x62398845,x1246774634575532032,2020-04-05 12:20:11,akafonty,I've just watched episode S04E02 of Money Heist! #lacasadepapel  #tvtime https://t.co/cyDdqb8MTT https://t.co/zOJ2qjx37X,"TV Time, TV show tracker",96,1,0,lacasadepapel tvtime
x62398845,x1247744635675394050,2020-04-08 04:34:37,akafonty,I've just watched episode S04E06 of Money Heist! #lacasadepapel  #tvtime https://t.co/YAZ9JiJZJI https://t.co/NCzlBLagyA,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x62398845,x1247008108657999872,2020-04-06 03:47:56,akafonty,I've just watched episode S04E03 of Money Heist! #lacasadepapel  #tvtime https://t.co/NGQ2Z17pw1 https://t.co/Kq6LjlIKYQ,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x62398845,x1247729430493093888,2020-04-08 03:34:12,akafonty,I've just watched episode S04E05 of Money Heist! #lacasadepapel  #tvtime https://t.co/6plLluy17a https://t.co/ggayVhEQtY,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x1158765807909920768,x1247778069240143872,2020-04-08 06:47:28,QuotesHappiest,"- #LaCasaDePapel - #LaCasaDePapel
Happiest Quotes - https://t.co/YZrX1eZw1z https://t.co/5mfPrpwSRF",Happiest Quotes,75,0,0,LaCasaDePapel LaCasaDePapel
x2243138329,x1247008604399513600,2020-04-06 03:49:54,crlweir,"I've just watched episode Boom, Boom, Ciao S03E05 #lacasadepapel #tvtime https://t.co/Wg8NSZOYMg https://t.co/chtevxKgU8","TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x2243138329,x1247224349846798336,2020-04-06 18:07:11,crlweir,I've just watched episode Astray S03E08 #lacasadepapel #tvtime https://t.co/oHlkfGN2JK https://t.co/ltqY8yvIx4,"TV Time, TV show tracker",86,0,0,lacasadepapel tvtime
x2243138329,x1246949712462217216,2020-04-05 23:55:53,crlweir,I've just watched episode We're Back S03E01 #lacasadepapel #tvtime https://t.co/SBIwafN3iA https://t.co/FMioyjPSkr,"TV Time, TV show tracker",90,0,0,lacasadepapel tvtime
x2243138329,x1246959631445917697,2020-04-06 00:35:18,crlweir,I've just watched episode Aikido S03E02 #lacasadepapel #tvtime https://t.co/2cCacKxPQL https://t.co/muf1QsjVxp,"TV Time, TV show tracker",86,0,0,lacasadepapel tvtime
x2243138329,x1247272686017011713,2020-04-06 21:19:16,crlweir,I've just watched episode Game Over S04E01 #lacasadepapel #tvtime https://t.co/ZcUVfdNWUm https://t.co/nfdXI2x5pz,"TV Time, TV show tracker",89,0,0,lacasadepapel tvtime
x2243138329,x1247306630447972352,2020-04-06 23:34:09,crlweir,I've just watched episode Berlin's Wedding S04E02 #lacasadepapel #tvtime https://t.co/WiiPKzy99J https://t.co/A0Lhn5e8mz,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x2243138329,x1247197769531559936,2020-04-06 16:21:34,crlweir,I've just watched episode A Quick Vacation S03E07 #lacasadepapel #tvtime https://t.co/eVMPdgpRO0 https://t.co/82GRXYDrJB,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x2243138329,x1246971882525646848,2020-04-06 01:23:59,crlweir,I've just watched episode 48 Meters Underground S03E03 #lacasadepapel #tvtime https://t.co/jK5pTREdpN https://t.co/GuZHWacnuB,"TV Time, TV show tracker",101,0,0,lacasadepapel tvtime
x2243138329,x1247939411091820546,2020-04-08 17:28:35,crlweir,I've just watched episode Anatomy Lesson S04E03 #lacasadepapel #tvtime https://t.co/mO1fedmDAh https://t.co/msyjomdkFH,"TV Time, TV show tracker",94,0,0,lacasadepapel tvtime
x2243138329,x1246982650532892672,2020-04-06 02:06:46,crlweir,I've just watched episode It's Dolphin Time S03E04 #lacasadepapel #tvtime https://t.co/n7RntXik8j https://t.co/U9eL2hhcDp,"TV Time, TV show tracker",97,0,0,lacasadepapel tvtime
x2243138329,x1247183836414382087,2020-04-06 15:26:12,crlweir,I've just watched episode Everything Seemed Insignificant S03E06 #lacasadepapel #tvtime https://t.co/zkPwRT273C https://t.co/3ZSmkLJJ6S,"TV Time, TV show tracker",111,0,0,lacasadepapel tvtime
x60480983,x1247455934496100352,2020-04-07 09:27:26,Rocketfan2503,Finally started #LaCasaDePapel and I’m hooked.,Twitter for iPhone,46,1,0,LaCasaDePapel
x2328395317,x1247951454591205377,2020-04-08 18:16:27,howard_1993,I've just watched episode S01E02 of Money Heist! #lacasadepapel  #tvtime https://t.co/bHncDi1MYd https://t.co/Yr7WLdiWow,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x2328395317,x1247951472643526657,2020-04-08 18:16:31,howard_1993,I've just watched episode S01E02 of Money Heist! #lacasadepapel  #tvtime https://t.co/bHncDi1MYd https://t.co/2OCeSQjCYS,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x1130962014250123264,x1246614081626345472,2020-04-05 01:42:12,jiminiepeach,I've just watched episode S04E01 of Money Heist! #lacasadepapel  #tvtime https://t.co/Xx4hZP84pZ https://t.co/0cf2Mq2fV1,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x1130962014250123264,x1246845703365824512,2020-04-05 17:02:35,jiminiepeach,I've just watched episode S04E03 of Money Heist! #lacasadepapel  #tvtime https://t.co/ruSX1qggsm https://t.co/D2TL5rICqG,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x17258401,x1246736498587840514,2020-04-05 09:48:39,andrepancione,I've just watched episode S04E02 of Money Heist! #lacasadepapel  #tvtime https://t.co/Yn2dfDobcQ https://t.co/u6ghuRxKmu,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x17258401,x1247165721911541761,2020-04-06 14:14:13,andrepancione,I've just watched episode S04E04 of Money Heist! #lacasadepapel  #tvtime https://t.co/F7P0eNdkDs https://t.co/dK3ZgGtwvE,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x17258401,x1247722785461481479,2020-04-08 03:07:48,andrepancione,I've just watched episode S04E07 of Money Heist! #lacasadepapel  #tvtime https://t.co/axx5thE81M https://t.co/OrNWMGf7y2,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x222580159,x1247777211144265728,2020-04-08 06:44:04,stcarmo_s3,I've just watched episode S04E02 of Money Heist! #lacasadepapel #tvtime https://t.co/iEhmmeiShn,"TV Time, TV show tracker",95,0,0,lacasadepapel tvtime
x222580159,x1246774375065493504,2020-04-05 12:19:09,stcarmo_s3,I've just watched episode S03E07 of Money Heist! #lacasadepapel #tvtime https://t.co/1A3uaMR9Cz,"TV Time, TV show tracker",95,0,0,lacasadepapel tvtime
x751836282,x1247368911861014533,2020-04-07 03:41:38,msrvelcomics,I've just watched episode S04E06 of Money Heist! #lacasadepapel  #tvtime https://t.co/w0cWQcyOB2 https://t.co/KJ3KXLObKd,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x132163436,x1247685138781212672,2020-04-08 00:38:12,terssando,I've just watched episode S04E04 of Money Heist! #lacasadepapel  #tvtime https://t.co/AOnXwljbv0 https://t.co/4znvfGtu27,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x132163436,x1247160253700960258,2020-04-06 13:52:30,terssando,I've just watched episode S04E02 of Money Heist! #lacasadepapel  #tvtime https://t.co/Zz8D7kHuge https://t.co/lowKbQgu0r,"TV Time, TV show tracker",96,1,0,lacasadepapel tvtime
x54302566,x1247703331398713344,2020-04-08 01:50:30,gustavosbarros,I've just watched episode S04E05 of Money Heist! #lacasadepapel  #tvtime https://t.co/IerZ3qIVj5,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x54302566,x1246770935505596416,2020-04-05 12:05:29,gustavosbarros,I've just watched episode S04E03 of Money Heist! #lacasadepapel  #tvtime https://t.co/ta81VINmxE,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x54302566,x1247341270680383488,2020-04-07 01:51:48,gustavosbarros,I've just watched episode S04E04 of Money Heist! #lacasadepapel  #tvtime https://t.co/WmhGtEtPi5,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x2236254649,x1247298904082853891,2020-04-06 23:03:27,samu_galo,Assisti ''Money Heist: Game Over''  S04E01 #lacasadepapel  #tvtime https://t.co/ZbImA4cj7J https://t.co/rfpsfmmcaj,"TV Time, TV show tracker",90,0,0,lacasadepapel tvtime
x2236254649,x1247322467279962112,2020-04-07 00:37:04,samu_galo,Assisti ''Money Heist: Berlin's Wedding''  S04E02 #lacasadepapel  #tvtime https://t.co/OMBvkalAHk https://t.co/blCaqZUM7g,"TV Time, TV show tracker",97,0,0,lacasadepapel tvtime
x229737296,x1246694961673887747,2020-04-05 07:03:35,QueenofBasPays,"Stockholm is wild for being mad that her current man beat up her old man for rubbing on her with a hard-on. 

Girl, what? #LaCasaDePapel4 #LaCasaDePapel #MoneyHeist",Twitter for Android,164,0,0,LaCasaDePapel4 LaCasaDePapel MoneyHeist
x2316158022,x1246601815057035265,2020-04-05 00:53:28,jospmorgan,I've just watched episode S04E06 of Money Heist! #lacasadepapel #tvtime https://t.co/igk1Hx8KcE,"TV Time, TV show tracker",95,0,0,lacasadepapel tvtime
x997248992,x1247683721433620481,2020-04-08 00:32:34,SaeidSorkhi,I've just watched episode S01E08 of Money Heist! #lacasadepapel  #tvtime https://t.co/x2VuEtjI1d https://t.co/FNs1lTORoe,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x997248992,x1247585345614549000,2020-04-07 18:01:40,SaeidSorkhi,I've just watched episode S01E06 of Money Heist! #lacasadepapel  #tvtime https://t.co/DzyYQeBcoC https://t.co/vwF0qUVh5i,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x82608914,x1246711837871104001,2020-04-05 08:10:39,AdrixChannel,I've just watched episode S04E01 of Money Heist! #lacasadepapel #tvtime https://t.co/cohvG9Pfxn,"TV Time, TV show tracker",95,0,0,lacasadepapel tvtime
x82608914,x1246787709521350658,2020-04-05 13:12:08,AdrixChannel,I've just watched episode S04E04 of Money Heist! #lacasadepapel #tvtime https://t.co/QsSoY0MrgS,"TV Time, TV show tracker",95,0,0,lacasadepapel tvtime
x239603539,x1247053602906046464,2020-04-06 06:48:42,ingukiss,I've just watched episode S04E03 of Money Heist! #lacasadepapel  #tvtime https://t.co/Cj2n2ZHaA5 https://t.co/1AXu02L5De,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x20750892,x1247370399479824385,2020-04-07 03:47:32,ivannadrpic,I freaking hate the professor and he keeps getting away with so much crap!! Watching #LaCasaDePapel is infuriating <U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F><U+0001F602>,Twitter for iPhone,121,0,0,LaCasaDePapel
x20750892,x1247332571135930368,2020-04-07 01:17:13,ivannadrpic,I’m aggravated watching #LaCasaDePapel cos the copper Raquel is a biggo idiot blinded by dick!!!!!! Can’t even see that he’s the mastermind professor <U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F>,Twitter for iPhone,155,0,0,LaCasaDePapel
x34086085,x1246752008276713474,2020-04-05 10:50:16,lil_horst,I've just watched episode S04E02 of Money Heist! #lacasadepapel  #tvtime https://t.co/cCIQGb8Tcj https://t.co/UYsIyJEMm9,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x3410665209,x1247458343150649344,2020-04-07 09:37:00,dereatiy,"Tokyo really has the nerve to talk when everything is going wrong because of HER!!!!!!
#lacasadepapel",Twitter for iPhone,101,5,0,lacasadepapel
x93052775,x1247683994524753921,2020-04-08 00:33:39,carolsdaisy,I've just watched episode S04E01 of Money Heist! #lacasadepapel  #tvtime https://t.co/QSC2TFVD0l https://t.co/lrx1rB6vnS,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x14314296,x1247054067865735171,2020-04-06 06:50:33,danoliveira,I've just watched episode S04E01 of Money Heist! #lacasadepapel  #tvtime https://t.co/Y6zZV6f6ys https://t.co/qIpfUQlyg1,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x14314296,x1247068855702302720,2020-04-06 07:49:19,danoliveira,I've just watched episode S04E02 of Money Heist! #lacasadepapel  #tvtime https://t.co/PgwFphr3Mr https://t.co/iNUOyiG6fQ,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x14314296,x1247974540623429638,2020-04-08 19:48:11,danoliveira,I've just watched episode S04E03 of Money Heist! #lacasadepapel  #tvtime https://t.co/gpss4k7W2e https://t.co/yNmVY7YE4u,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x2554578462,x1247665005853638657,2020-04-07 23:18:12,JsuisHorny,I've just watched episode S04E05 of Money Heist! #lacasadepapel  #tvtime https://t.co/HOCZR7Nsek https://t.co/KOBL27x6gI,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x72040715,x1247886086635810817,2020-04-08 13:56:42,marika1987,I've just watched episode S01E01 of Money Heist! #lacasadepapel  #tvtime https://t.co/6OvIZVyJ7e https://t.co/SlL1yWMPTH,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
x3399490251,x1247590780883124243,2020-04-07 18:23:15,mariliad95,I've just watched episode S04E01 of Money Heist! #lacasadepapel   #tvtime https://t.co/8J1gbWu21W https://t.co/F9ehN8CJVj,"TV Time, TV show tracker",97,0,0,lacasadepapel tvtime
x97254795,x1247696043300569089,2020-04-08 01:21:32,r_possato,I've just watched episode S04E04 of Money Heist! #lacasadepapel  #tvtime https://t.co/p0rBP0VAGI https://t.co/nqg8ulh5Jl,"TV Time, TV show tracker",96,0,0,lacasadepapel tvtime
